的	白 勹 4
旎	方 卧人 尸 匕
篑	竹头 贵字头 贝
蠃	吂 月凡 虫
窨	穴 音
廪	广 亠 回 示
魍	鬼无厶 厶 冂 䒑 亡
纡	纟 1 于无横
盥	臼裂 水 皿
钍	钅 土
跬	足旁 圭
淅	氵 木 斤
苒	贲字腰 冂 里无日
囫	囗 勹 横两撇
逋	甫 辶
茱	贲字腰 3 未
虻	虫 亡
痤	疒 人 人 土
槿	木 革 二
誊	龹 訁
萋	贲字腰 妻字头 女
抟	扌 二 5 4
锟	钅 日 比
疥	疒 全字头 乔字底
鋆	土 勹 冫 金
聩	耳 贵字头 贝
歙	合 羽 欠
莪	贲字腰 手 戈
郗	㐅 左字框 巾 阝
澶	氵 亠 回 旦
孳	䒑 幺 幺 子
枰	木 干 丷
菖	贲字腰 日 日
戡	其 5 戈
媾	女 寒字腰 冂 里无日
噌	口 曾字头 日
傧	亻 宀 丘无横 共字底
靛	龶 青字底 宀 定字底
筮	竹头 工 人 人
荞	贲字腰 夭 乔字底
钤	钅 亽 5
虢	爫 寸 虍 几
碣	石 日 勹 亾
郄	㐅 左字框 厶 阝
笾	竹头 力 辶
谯	讠 隹 灬
韪	日 定字底 韦
躅	足旁 罒 勹 虫
怼	又 寸 心
拊	扌 亻 寸
樾	木 走 戉
氐	卬字旁 弋二 4
鬟	髟 罒 同字心 衣省
裎	衤 口 ⺩
邳	不 1 阝
镏	钅 留字头 田
蹶	足旁 厂 䒑 䶹 欠
爻	㐅 㐅
浔	氵 彐 寸
泫	氵 亠 幺
炝	火 全字头 㔾
湔	氵 䒑 青字底 刂
酊	酉 丁
妯	女 由
癯	疒 目 目 隹
鳕	鱼 雨头 彐
秣	禾 末
墒	土 商字头 八 口
茏	贲字腰 龙
濉	氵 目 隹
嵊	山 禾框 北字旁 匕
腼	月 面
璨	⺩ 歺 又 米
崧	山 木 八 厶
漯	氵 田 糸
蝈	虫 囗 玉
锲	钅 丰 刀 大
呖	口 厂 力
炅	日 火
芾	贲字腰 丙三 2
阈	门 戈 或字心
葺	贲字腰 口 耳
嵬	山 鬼无厶 厶
砣	石 宀 匕
搦	扌 弓 冫 弓 冫
葩	贲字腰 白 巴
鳊	鱼 户 扁字心
绀	纟 甘
钹	钅 尤无折 又
蘼	贲字腰 广 林 非
铆	钅 卯
扦	扌 千
涫	氵 宀 㠯
椤	木 罒 夕
诌	讠 尔字头 彐
缒	纟 3 㠯 辶
醵	酉 虍 豕
舸	舟 可
鼋	二 见字底 口 电
跸	足旁 比 十
闫	门 三
谪	讠 商字头 古
郾	匸 日 女 阝
魉	鬼无厶 厶 1 内 人
磴	石 癶 豆
莜	贲字腰 修字旁 攵
舂	春字头 臼
崞	山 享字头 子
柙	木 甲
蛉	虫 令
钴	钅 古
姒	女 以字旁 人
锨	钅 斤 欠
蜮	虫 戈 或字心
硼	石 月 月
诒	讠 厶 口
愍	民 攵 心
稗	禾 卑六 十
悭	忄 临字旁 又 土
蚨	虫 夫
猢	犭 古 月
稞	禾 田 木
蹰	足旁 厂 豆 寸
娌	女 里
壅	亠 乡 隹 土
焓	火 亽 5 口
伥	亻 长
讧	讠 工
阆	门 4 艮
醪	酉 羽 全字头 彡
夤	夕 宀 1 黄字底
铧	钅 亻 化字边 十
郓	冖 车旁 阝
峁	山 卯
铄	钅 乐二 小
痼	疒 囗 古
荠	贲字腰 文 乔字底
郧	口 贝 阝
灏	氵 景 页
庠	广 羊
圄	囗 五 口
芡	贲字腰 欠
锴	钅 比 白
锶	钅 田 心
杓	木 勹 4
硒	石 西
闿	门 山 己
樯	木 土 丷 回
悱	忄 非
逶	禾 女 辶
幛	巾 音 十
阌	门 爱字头 又
昀	日 勹 冫
泠	氵 令
桉	木 宀 女
煅	火 段字旁 殳
缱	纟 贵字头 㠯 辶
洮	氵 见字底 冫 飞无折
亳	亮字头 3 七
鹬	矛 冂 八 口 鸟
杲	日 木
塬	土 厂 白 小
侪	亻 文 乔字底
侉	亻 大 1 丂
讦	讠 干
謇	宀 寒字腰 八 訁
愀	忄 禾 火
咣	口 尚字头 兀
羧	差字头 厶 八 夊
旃	方 卧人 周字框 亠
靼	革 旦
岢	山 可
嘬	口 日 耳 又
傈	亻 覀 木
瓒	⺩ 告字头 见字底 告字头 见字底 贝
砀	石 5 横两撇
脍	月 全字头 云
迨	厶 口 辶
埽	土 彐 冖 巾
颛	山 而 页
荨	贲字腰 彐 寸
髑	骨 罒 勹 虫
唢	口 尚字头 贝
瓴	令 瓦
颞	耳 双 页
灞	氵 雨头 革 月
苕	贲字腰 召
缁	纟 巛 田
赜	颐字旁 责
轭	车旁 厂 㔾
逄	夊 㐄 辶
衿	衤 亽 5
旆	方 卧人 丙三 2
耨	二 木 辰 寸
垓	土 亥
铩	钅 㐅 朩
醢	酉 右 皿
秭	禾 姊字边
玮	⺩ 韦
佚	亻 3 夫
芩	贲字腰 亽 5
楫	木 口 耳
怙	忄 古
皤	白 釆 田
袷	衤 合
畈	田 反字框 又
戬	1 业 日 戈
餍	厂 犬 食
骶	骨 卬字旁 弋二 4
螟	虫 冖 日 六
仫	亻 3 厶
祇	礻 卬字旁 弋二
藁	贲字腰 高 木
茔	荧字头 土
鹨	羽 全字头 彡 鸟
蕖	贲字腰 氵 匸 叚右角 木
嗪	口 春字头 禾
镒	钅 䒑 八 皿
揿	扌 钅 欠
绡	纟 尚字头 青字底
湟	氵 白 ⺩
笄	竹头 开
戢	口 耳 戈
僳	亻 覀 米
莴	贲字腰 口 内
襦	衤 雨头 而
猡	犭 罒 夕
芏	贲字腰 土
喾	学无子 告字头 口
缛	纟 辰 寸
裢	衤 车 辶
貅	豸 亻 木
陉	阝 经右角 工
摭	扌 广 廿 灬
铵	钅 宀 女
痈	疒 用
醯	酉 充字头 荒字底 皿
骖	马 厶 大 彡
峤	山 夭 乔字底
郛	爫 子 阝
逦	1 丽下角 丽下角 辶
膈	月 鬲
阄	门 尔字头 龟字底
哔	口 比 十
踯	足旁 丷 天 阝
溧	氵 覀 木
氡	气 夊 冬字底
馐	饣 差字头 5 里无日
髋	骨 宀 贲字腰 见
枋	木 方
嬗	女 亠 回 旦
脔	变字头 内 人
闶	门 亠 几
瘙	疒 又 4 虫
矬	矢 人 人 土
娈	变字头 女
遒	酋 辶
鎏	氵 充字头 荒字底 金
膂	方 卧人 旅下角 青字底
枥	木 厂 力
郃	合 阝
嶷	山 匕 矢 龴 疋
哌	口 反字框 旅下角
韫	韦 日 皿
蘧	贲字腰 虍 豕 辶
坻	土 卬字旁 弋二 4
訇	勹 訁
茴	贲字腰 回
尕	乃 小
刈	㐅 刂
髁	骨 田 木
龃	齿 且
鸱	卬字旁 弋二 4 鸟
燠	火 向字框 米 大
髹	髟 亻 木
舻	舟 卢字头 尸
芫	贲字腰 二 见字底
穰	禾 衣框 吅 寒字腰
麈	鹿 4 王
鲛	鱼 六 㐅
蚴	虫 幺 力
怛	忄 旦
玢	⺩ 八 刀
掾	扌 彑 豕省
渑	氵 口 电
蠹	囊字头 石 虫 虫
瀣	氵 歺 又 非 1
鲧	鱼 3 糸
笤	竹头 召
绐	纟 厶 口
瓤	衣框 吅 寒字腰 瓜
帼	巾 囗 玉
豸	豸
聃	耳 冂 里无日
庥	广 亻 木
偾	亻 十 贲字腰 贝
嗵	口 龴 甬字底 辶
盍	土 厶 皿
腩	月 十 冂 南字心
赓	广 聿三 人 贝
妣	女 比
褫	衤 反字框 虍 几
苷	贲字腰 甘
糍	米 䒑 幺 幺
貔	豸 囱字框 㐅 比
倥	亻 穴 工
郜	告字头 口 阝
尻	尸 九
虺	兀 虫
哙	口 全字头 云
肄	匕 矢 聿
龉	齿 五 口
鄣	音 十 阝
碇	石 宀 定字底
趸	1 万无横 足
轳	车旁 卢字头 尸
矸	石 干
囹	囗 令
猷	酋 犬
锃	钅 口 ⺩
鞯	革 贲字腰 在字框 子
庑	广 无
夥	田 木 夕 夕
镛	钅 广 肀 用
窀	穴 1 屯无横
鼬	鼠 由
芎	贲字腰 弓
芪	贲字腰 卬字旁 弋二
狺	犭 訁
痧	疒 氵 少三 3
徕	彳 未 丷
镗	钅 龸 口 土
汨	氵 日
竑	立 左字框 厶
徼	彳 白 方 攵
祢	礻 尔字头 小
珥	⺩ 耳
鳚	鱼 尸 示 寸
呔	口 大 4
罴	罒 土 厶 灬
芨	贲字腰 及
屣	尸 彳 止旁 龰
槲	木 角 斗
砝	石 土 厶
蚍	虫 比
儋	亻 尔字头 厂 八 訁
綦	其 糸
縻	广 林 糸
菅	贲字腰 宀 㠯
辊	车旁 日 比
苄	贲字腰 亠 卜
帙	巾 3 夫
湫	氵 禾 火
堞	土 廿 5 木
蜊	虫 禾 刂
捭	扌 卑六 十
铯	钅 尔字头 巴
瑭	⺩ 广 肀 口
螈	虫 厂 白 小
翀	羽 中
汊	氵 又 4
黧	禾 勹 3 黑
睇	目 丷 弟省
洙	氵 3 未
桁	木 行
碚	石 立 口
籼	米 山
殄	歹 全字头 彡
猊	犭 臼 见字底
罘	罒 不
鲷	鱼 周字框 周字心
睚	目 厂 圭
芘	贲字腰 比
撄	扌 贝 贝 女
砗	石 车
黼	业 㡀 甫
趿	足旁 及
瞢	贲字腰 罒 冖 目
铉	钅 亠 幺
盱	目 1 于无横
玟	⺩ 文
溏	氵 广 肀 口
邰	厶 口 阝
稹	禾 直 八
堇	革 二
硖	石 夫 丷
檩	木 亠 回 示
薹	贲字腰 吉 冖 至
缗	纟 民 日
胙	月 乍
疴	疒 可
溘	氵 土 厶 皿
钲	钅 正
刖	月 刂
甑	曾字头 日 瓦
蟮	虫 羊 䒑 口
缯	纟 曾字头 日
崾	山 覀 女
踬	足旁 反字框 十 贝
馁	饣 爫 女
鸲	句 鸟
岿	山 师字旁 彐
铂	钅 白
栀	木 反字框 1 㔾
苎	贲字腰 宀 1
纛	龶 母 具字头 小 3 糸
齑	文 乔字底 非 1
泮	氵 丷 举字底
疸	疒 旦
卺	5 水 1 㔾
钯	钅 巴
骢	马 囱字框 夊 心
鹪	隹 灬 鸟
苋	贲字腰 见
佤	亻 瓦
缶	缶
戗	全字头 㔾 戈
芄	贲字腰 九 4
龋	齿 3 口 禺字底
螯	龶 万无横 攵 虫
蝮	虫 卧人 日 夊
氚	气 川
筌	竹头 全字头 ⺩
魈	鬼无厶 厶 尚字头 青字底
蚰	虫 由
贳	廿 5 贝
喱	口 厂 里
鬯	鬯字头无凵 凵 匕
茕	荧字头 5 十
潴	氵 犭 者
槭	木 戊 上 小
笫	竹头 姊字边
宄	宀 九
熘	火 留字头 田
簋	竹头 艮 皿
寤	宀 爿 五 口
鹧	广 廿 灬 鸟
絷	扌 九 4 糸
钨	钅 乌
鹩	大 丷 日 小 鸟
驽	女 又 马
屙	尸 阝 可
嚯	口 雨头 隹
荏	贲字腰 亻 壬
裥	衤 门 日
诎	讠 屮 凵
蚬	虫 见
薜	贲字腰 尸 口 辛
椴	木 段字旁 殳
藿	贲字腰 雨头 隹
镫	钅 癶 豆
觳	彀字框无一 1 角
昴	日 卯
珐	⺩ 土 厶
卮	反字框 1 㔾
媵	月 龹 女
匏	大 1 丂 勹 巳
殂	歹 且
痍	疒 大框 弓
洹	氵 1 旦
碓	石 隹
跶	足旁 大 辶
粳	米 更
鸫	东二 小 鸟
柞	木 乍
艽	贲字腰 九
鞲	革 寒字腰 冂 里无日
癜	疒 尸 龷 八 殳
蒌	贲字腰 米 女
觚	角 瓜
溴	氵 自 犬
鹈	丷 弟省 鸟
麂	鹿 几
峄	山 又 举字底
苴	贲字腰 且
褊	衤 户 扁字心
跖	足旁 石
箪	竹头 兽字头 十
渌	氵 录字头 氺
蓼	贲字腰 羽 全字头 彡
翥	者 羽
捩	扌 户 犬
髂	骨 宀 各
嵘	山 荧字头 木
碛	石 责
爨	臼裂 冂 同字心 冖 林 大 火
辂	车旁 各
缃	纟 木 目
笮	竹头 乍
瓞	瓜 3 夫
葚	贲字腰 其 5
荦	荧字头 牛
榧	木 匸 非
晷	日 夊 卜 口
涠	氵 囗 韦
骐	马 其
郯	火 火 阝
轫	车旁 刀 4
绂	纟 尤无折 又
圉	囗 土 南字心
嬖	尸 口 辛 女
燹	豕 豕 火
垭	土 1 业
樘	木 龸 口 土
蠓	虫 荧字头 1 豕
篪	竹头 反字框 虍 几
龀	齿 化字边
茭	贲字腰 六 㐅
崮	山 囗 古
菽	贲字腰 上 小 又
硎	石 开 刂
犴	犭 干
菹	落字框 且
猁	犭 禾 刂
舴	舟 乍
醛	酉 贲字腰 全字头 ⺩
腭	月 吅 1 丂
捌	扌 口 力 刂
楮	木 者
蛩	工 几 4 虫
缧	纟 田 糸
侑	亻 左字框 青字底
鼐	乃 目 鼎左角 鼎右角
烊	火 羊
蹚	足旁 龸 口 土
勐	子 皿 力
铤	钅 壬 廴
谵	讠 尔字头 厂 八 訁
蔻	贲字腰 宀 二 见字底 攴
潋	氵 亼 应字心 攵
楦	木 宀 1 旦
弭	弓 耳
郇	勹 日 阝
荭	贲字腰 纟 工
疝	疒 山
髡	髟 兀
阃	门 囗 木
荜	贲字腰 比 十
馑	饣 革 二
鞴	革 龷 3 甬字底
锛	钅 大 十 廾
棰	木 千 艹 二
驺	马 尔字头 彐
彖	彑 豕省
蒗	落字框 4 艮
猞	犭 全字头 舍字底
迓	牙 辶
鲀	鱼 1 屯无横
洇	氵 囗 大
飧	夕 食
羟	差字头 经右角 工
埴	土 直
鹚	䒑 幺 幺 鸟
朐	月 句
栲	木 耂 丂
孥	女 又 子
蜉	虫 爫 子
毖	比 心 3
悛	忄 厶 八 夊
镢	钅 厂 䒑 䶹 欠
脲	月 尸 水
猬	犭 田 青字底
樗	木 雨头 1 丂
隹	隹
狍	犭 勹 巳
鲢	鱼 车 辶
跣	足旁 告字头 见字底
徂	彳 且
楸	木 禾 火
愦	忄 贵字头 贝
辏	车旁 春字头 天
柘	木 石
淝	氵 月 巴
糁	米 厶 大 彡
蠊	虫 广 䒑 聿三 兼无䒑无彐
溆	氵 全字头 余字底 又
陬	阝 耳 又
廛	广 里 八 土
踟	足旁 矢 口
翮	鬲 羽
眙	目 厶 口
踔	足旁 卢字头 日 十
箧	竹头 匸 夫 丷
妫	女 4 为字框 4
锕	钅 阝 可
濞	氵 自 田 丌
畚	厶 大 田
杌	木 兀
槎	木 差字头 工
徉	彳 羊
荸	贲字腰 索字头 子
搴	宀 寒字腰 八 手
彘	彑 比字旁 矢 匕
圹	土 广
趵	足旁 勹 4
旒	方 卧人 充字头 荒字底
菘	贲字腰 木 八 厶
毽	毛 聿 廴
蒴	贲字腰 䒑 䶹 月
硐	石 冂 同字心
邴	1 内 阝
廨	广 角 刀 牛
焐	火 五 口
茌	贲字腰 亻 士
锒	钅 4 艮
暝	日 冖 日 六
宥	宀 左字框 青字底
铖	钅 戊 5
芰	贲字腰 十 又
蘖	贲字腰 3 㠯 辛 木
杪	木 少三 3
嫫	女 莫
镄	钅 弓 乔字底 贝
蟪	虫 二 虫 心
煳	火 古 月
偬	亻 勹 横两撇 4 心
皴	厶 八 夊 皮
黻	业 㡀 尤无折 又
鲅	鱼 尤无折 又
崤	山 㐅 左字框 青字底
浞	氵 足
陔	阝 亥
鸶	丝左角 纟 鸟
箨	竹头 扌 又 举字底
裼	衤 日 勹 横两撇
谰	讠 门 束 丷
胗	月 全字头 彡
埙	土 口 贝
埸	土 日 勹 横两撇
畛	田 全字头 彡
锸	钅 千 臼
郫	卑六 十 阝
萁	贲字腰 其
畀	田 丌
髀	骨 卑六 十
浯	氵 五 口
蚋	虫 内
籴	入 米
萑	贲字腰 隹
怿	忄 又 举字底
曩	日 衣框 吅 寒字腰
崃	山 未 丷
獬	犭 角 刀 牛
鳏	鱼 罒 鳏下角
茛	贲字腰 艮
醚	酉 米 辶
啉	口 林
剀	山 己 刂
谮	讠 旡 旡 日
吣	口 心
隈	阝 田 1 畏字底
悫	壳字头 几 心
杼	木 予
戆	音 十 夊 工 贝 心
拶	扌 巛 夕
暌	日 癶 天
麸	龶 夊 夫
蒽	贲字腰 囗 大 心
鬲	鬲
倮	亻 田 木
瓠	大 1 丂 瓜
鞫	革 勹 訁
黢	黑 厶 八 夊
獯	犭 千 黑
艟	舟 立 里
鲮	鱼 土 八 夊
喈	口 比 白
赅	贝 亥
鸪	古 鸟
颡	又 双 木 页
籀	竹头 扌 留字头 田
锑	钅 丷 弟省
缬	纟 吉 页
鼯	鼠 五 口
诔	讠 二 木
缣	纟 䒑 聿三 兼无䒑无彐
芗	贲字腰 乡
滟	氵 丰 尔字头 巴
阋	门 臼 见字底
柢	木 卬字旁 弋二 4
麇	鹿 禾
帱	巾 寿字头 寸
榇	木 立 朩
酡	酉 宀 匕
鹁	索字头 子 鸟
雎	且 隹
枳	木 口 八
箐	竹头 龶 青字底
楝	木 束 丷
畋	田 攵
梃	木 壬 廴
仉	亻 几
芤	贲字腰 子 5
缌	纟 田 心
慝	匸 贲字腰 右 心
幂	冖 日 大 巾
腈	月 龶 青字底
鲎	学无子 鱼
劬	句 力
桫	木 氵 少三 3
篌	竹头 亻 候右角 矢
蹁	足旁 户 扁字心
鄞	革 二 阝
蛴	虫 文 乔字底
埕	土 口 ⺩
椁	木 享字头 子
茑	贲字腰 鸟
粜	屮 凵 米
砻	龙 石
蚶	虫 甘
醍	酉 日 定字底
鄯	羊 䒑 口 阝
胝	月 卬字旁 弋二 4
枨	木 长
椟	木 十 5 冬字底 大
耪	二 木 帝字头 方
尥	尢 勹 4
鲂	鱼 方
泔	氵 甘
砹	石 贲字腰 㐅
觇	占 见
苊	贲字腰 厂 㔾
憷	忄 林 疋
葸	贲字腰 田 心
笸	竹头 匸 口
犍	牜 聿 廴
瘘	疒 米 女
沭	氵 木 4
筇	竹头 工 阝
骟	马 户 羽
鹣	䒑 聿三 兼无䒑无彐 鸟
睃	目 厶 八 夊
垴	土 亠 㐅 凵
詈	罒 訁
骀	马 厶 口
聱	龶 万无横 攵 耳
萸	贲字腰 臼 人
勰	力 力 力 田 心
胼	月 丷 开
瘳	疒 羽 全字头 彡
蕈	贲字腰 覀 日 十
蠲	䒑 八 皿 罒 勹 虫
垆	土 卢字头 尸
浼	氵 免五 见字底
媸	女 屮 1 虫
裉	衤 艮
鼙	壴 十 又 卑六 十
髌	骨 宀 丘无横 共字底
鸹	舌 鸟
鳔	鱼 覀 示
柰	木 示
嘏	古 叚字旁无二 二 叚右角 又
疠	疒 1 万无横
鸸	而 鸟
挲	氵 少三 3 手
筲	竹头 尚字头 青字底
趑	走 冫 欠
仝	全字头 工
殳	殳
饔	亠 乡 隹 食
舄	臼 勹 灬
檑	木 雨头 田
恝	丰 刀 心
䓨	荧字头 缶
黥	黑 享字头 小
粝	米 厂 1 万无横
耒	二 木
鏖	鹿 金
玎	⺩ 丁
疔	疒 丁
嗌	口 䒑 八 皿
鹋	贲字腰 田 鸟
慊	忄 䒑 聿三 兼无䒑无彐
羼	尸 羊 差字头 羊
伛	亻 匸 㐅
豉	豆 十 又
鳢	鱼 曲 豆
瘛	疒 丰 刀 心
坫	土 占
嗉	口 龶 糸
彳	彳
殍	歹 爫 子
粢	冫 欠 米
凼	水 凵
蛱	虫 夫 丷
帔	巾 皮
滹	氵 虍 3 丷 于无横
哕	口 山 夕
硪	石 手 戈
旄	方 卧人 毛
笊	竹头 爪
僦	亻 享字头 小 尤
瘅	疒 兽字头 十
鲞	龹 鱼
揸	扌 木 旦
跹	足旁 千 辶
攮	扌 囊字头 吅 寒字腰 衣省
镉	钅 鬲
焘	寿字头 寸 灬
鲆	鱼 干 丷
掼	扌 毌 贝
鬻	弓 米 弓 鬲
圯	土 巳
酹	酉 爫 寸
鲋	鱼 亻 寸
昃	日 厂 人
晡	日 甫
芟	贲字腰 殳
眚	生 目
篚	竹头 匸 非
塍	月 龹 土
荽	贲字腰 爫 女
绁	纟 廿 5
蓐	贲字腰 辰 寸
崦	山 大 电
钣	钅 反字框 又
蓥	荧字头 金
犸	犭 马
椹	木 其 5
澉	氵 5 耳 攵
馓	饣 龷 青字底 攵
褰	宀 寒字腰 八 衣
颃	亠 几 页
訾	止旁 匕 訁
柝	木 斤 4
鲠	鱼 更
癀	疒 龷 黄字底
贶	贝 口 见字底
秫	禾 木 4
篯	竹头 钅 1 戈
瞵	目 米 夕 㐄
焯	火 卢字头 日 十
缑	纟 亻 候右角 矢
菔	贲字腰 月 卩 又
蠖	虫 贲字腰 隹 又
缳	纟 罒 同字心 衣省
筚	竹头 比 十
狳	犭 全字头 余字底
葳	贲字腰 戊 1 女
佾	亻 八 青字底
豳	山 豕 豕
耋	耂 匕 至
爿	爿
暾	日 享字头 子 攵
忭	忄 亠 卜
敉	米 攵
阼	阝 乍
埭	土 隶字框 氺
镬	钅 贲字腰 隹 又
蹉	足旁 差字头 工
哓	口 尧字头 兀
溽	氵 辰 寸
颟	贲字腰 1 内 人 页
桷	木 角
眭	目 圭
圮	土 己
曛	日 千 黑
仳	亻 比
锝	钅 旦 寸
柁	木 宀 匕
谝	讠 户 扁字心
遄	山 而 辶
浍	氵 全字头 云
澌	氵 其 斤
罱	罒 十 冂 南字心
埤	土 卑六 十
岘	山 见
沆	氵 亠 几
檫	木 宀 祭字头 示
遘	寒字腰 冂 里无日 辶
髫	髟 召
儇	亻 罒 同字心 衣省
阍	门 卬字旁 弋二 日
萆	贲字腰 卑六 十
钼	钅 目
瘥	疒 差字头 工
谳	讠 十 冂 南字心 犬
栳	木 耂 匕
馗	九 䒑 自
砬	石 立
鄄	覀 土 阝
镆	钅 莫
嫠	未 攵 厂 女
眄	目 1 2 5 5
莳	贲字腰 日 寸
凫	鸟省 几
蚺	虫 冂 里无日
侔	亻 厶 牛
茼	贲字腰 冂 同字心
槠	木 讠 者
饩	饣 气
邡	方 阝
蛞	虫 舌
厣	厂 犬 甲
狝	犭 尔字头 小
疖	疒 节字底
饧	饣 5 横两撇
蘩	贲字腰 卧人 母 攵 糸
箅	竹头 田 丌
癔	疒 音 心
铙	钅 尧字头 兀
刳	大 1 丂 刂
觏	寒字腰 冂 里无日 见
黹	业 㡀
鐾	尸 口 辛 金
肫	月 1 屯无横
薤	贲字腰 歹 非 1
葜	贲字腰 丰 刀 大
诼	讠 豕 4
簏	竹头 鹿
绗	纟 行
蟊	矛 虫 虫
怃	忄 无
笱	竹头 句
僬	亻 隹 灬
莼	贲字腰 纟 1 屯无横
桴	木 爫 子
嗾	口 方 卧人 矢
酲	酉 口 ⺩
窬	穴 亼 青字底 刂
霈	雨头 氵 丙三 2
婺	矛 攵 女
檠	贲字腰 句 攵 木
埝	土 亽 5 心
骱	骨 全字头 乔字底
萘	贲字腰 大 示
溲	氵 臼 2 又
悝	忄 里
扃	户 冂 口
搋	扌 反字框 虍 几
蛏	虫 又 土
涑	氵 束
亍	亍
圬	土 1 丂
逭	宀 㠯 辶
铞	钅 口 巾
滁	氵 阝 全字头 余字底
戋	1 戈
耧	二 木 米 女
莸	贲字腰 犭 尤
醭	酉 业 差字头 4
氘	气 乔字底
逯	录字头 氺 辶
莨	贲字腰 4 艮
嵛	山 亼 青字底 刂
螽	夊 冬字底 虫 虫
擐	扌 罒 同字心 衣省
倨	亻 尸 古
蒉	贲字腰 贵字头 贝
舾	舟 西
戥	日 生 戈
牾	牜 五 口
戽	户 斗
哏	口 艮
甯	宀 心 甬字底
蓁	贲字腰 春字头 禾
泺	氵 乐二 小
酐	酉 干
岜	山 巴
嵯	山 差字头 工
酃	雨头 吅 口 阝
榱	木 衣框 见二 二
鞔	革 免五 见字底
瞀	矛 攵 目
跗	足旁 亻 寸
瘿	疒 贝 贝 女
檎	木 全字头 亠 㐅 凵 禸
殪	歹 壳字头 豆
裣	衤 亼 应字心
脘	月 宀 二 见字底
蹼	足旁 业 差字头 4
瞍	目 臼 2 又
漶	氵 中 中 心
貊	豸 百
浃	氵 夫 丷
糌	米 夊 卜 日
鸺	亻 木 鸟
赆	贝 尸 4 冬字底
葑	贲字腰 圭 寸
袢	衤 丷 举字底
柽	木 又 土
饫	饣 夭
醐	酉 古 月
砑	石 牙
鲥	鱼 日 寸
躐	足旁 巛 巤字底
铍	钅 皮
茆	贲字腰 卯
罾	罒 曾字头 日
觌	十 5 冬字底 大 见
岙	夭 山
疃	田 立 里
谂	讠 亽 5 心
钎	钅 千
黟	黑 夕 夕
镞	钅 方 卧人 矢
岣	山 句
亓	1 丌
蕤	贲字腰 豕 生
貘	豸 莫
甓	尸 口 辛 瓦
绋	纟 弓 乔字底
艏	舟 䒑 自
嘌	口 覀 示
罟	罒 古
湓	氵 八 刀 皿
窳	穴 瓜 瓜
纩	纟 广
蹯	足旁 釆 田
惝	忄 龸 口
嶝	山 癶 豆
瘗	疒 夫 丷 土
蜩	虫 周字框 周字心
秕	禾 比
撙	扌 酋 寸
渫	氵 廿 5 木
禊	礻 丰 刀 大
掎	扌 大 可
澍	氵 壴 寸
锆	钅 告字头 口
芈	卝 举字底
钕	钅 女
坭	土 尸 匕
呒	口 无
歃	千 臼 欠
鹾	卢字头 囗 㐅 差字头 工
锞	钅 田 木
瘼	疒 莫
轾	车旁 至
柒	氵 七 木
鹆	谷 鸟
俣	亻 口 天
蝽	虫 春字头 日
倬	亻 卢字头 日 十
滏	氵 八 㐅 金字底
隳	阝 左字框 工 青字底 全字头 恭字底
蟛	虫 壴 彡
忮	忄 十 又
獍	犭 音 见字底
觫	角 束
艋	舟 子 皿
橼	木 纟 彑 豕省
蓊	贲字腰 八 厶 羽
甍	贲字腰 罒 冖 瓦
垧	土 向字框 口
菪	贲字腰 宀 石
漭	氵 贲字腰 犬 廾
锩	钅 龹 㔾
洎	氵 自
岈	山 牙
坩	土 甘
讵	讠 匸 叚右角
鼍	吅 田 1 口 电
猃	犭 亼 应字心
镔	钅 宀 丘无横 共字底
蝓	虫 亼 青字底 刂
祧	礻 见字底 冫 飞无折
糨	米 弓 口 虫
栝	木 舌
诖	讠 圭
莩	贲字腰 爫 子
艨	舟 荧字头 1 豕
揠	扌 匸 日 女
礅	石 享字头 子 攵
螗	虫 广 肀 口
蝥	矛 攵 虫
垡	亻 戈 土
垌	土 冂 同字心
栌	木 卢字头 尸
猹	犭 木 旦
呙	口 内
俜	亻 由 丂
赙	贝 甫 寸
谇	讠 亠 人 人 十
垸	土 宀 二 见字底
忉	忄 刀
芑	贲字腰 己
绨	纟 丷 弟省
鞒	革 夭 乔字底
蔸	贲字腰 白 卬字旁 叚右角 见字底
踣	足旁 立 口
轹	车旁 乐二 小
趱	走 告字头 见字底 告字头 见字底 贝
钽	钅 旦
醅	酉 立 口
鲻	鱼 巛 田
埒	土 爫 寸
裒	衣框 臼
蛘	虫 羊
岵	山 古
胩	月 上 卜
鲔	鱼 左字框 青字底
溱	氵 春字头 禾
荇	贲字腰 行
钪	钅 亠 几
耜	二 木 㠯
篼	竹头 白 卬字旁 叚右角 见字底
磙	石 衣框 八 厶
绠	纟 更
苘	贲字腰 冂 口
锗	钅 者
铋	钅 心 3
蜱	虫 卑六 十
滠	氵 耳 双
堠	土 亻 候右角 矢
堋	土 月 月
汔	氵 卧人 6
龆	齿 召
稆	禾 口 口
毵	厶 大 彡 毛
诹	讠 耳 又
劢	1 万无横 力
坜	土 厂 力
痱	疒 非
鳙	鱼 广 肀 用
箜	竹头 穴 工
蔟	贲字腰 方 卧人 矢
虮	虫 几
羝	差字头 卬字旁 弋二 4
迕	卧人 十 辶
葎	贲字腰 彳 聿
瘃	疒 豕 4
沩	氵 4 为字框 4
篦	竹头 囱字框 㐅 比
溷	氵 囗 豕
觜	止旁 匕 角
蜍	虫 全字头 余字底
夼	大 川
疬	疒 厂 力
蜾	虫 田 木
庳	广 卑六 十
汆	入 水
鲳	鱼 日 日
罍	田 田 田 缶
疳	疒 甘
