奕码·优化版 拆分表（hanzi-chai驱动，共8230字）
说明: 拆分中[xx]为PUA部件名；编码为三码全码；排名0=非top6000
------------------------------------------------------------
字	排名	频率	拆分	编码
药	662	688626	[贲字腰]·纟·丶	byz
适	663	370491	舌·辶·辶	mod
波	664	854684	氵·皮·皮	osp
夜	665	375700	亠·亻·[夜下角]	mmr
省	666	1716535	[少三]·丿·目	hak
初	667	554447	衤·刀·刀	fpd
喜	668	510924	壴·口·口	zjk
卫	669	407981	[节字底]·一·一	bei
源	670	792659	氵·厂·小	oah
食	671	900192	食·食·食	sss
险	672	477562	阝·亼·[应字心]	zrd
待	673	452746	彳·寺·寺	wls
述	674	162579	木·丶·辶	szo
陆	675	353167	阝·[举字底]·凵	zhk
习	676	342395	习·习·习	nxx
置	677	427530	罒·直·直	dni
居	678	537802	尸·古·古	tng
劳	679	230606	[荧字头]·力·力	nil
财	680	572733	贝·[于无横]·丿	qua
环	681	637511	⺩·不·不	vub
排	682	905659	扌·非·非	hdf
福	683	739125	礻·[同字心]·田	rmb
纳	684	958676	纟·内·内	yen
欢	685	288203	又·欠·欠	ryq
雷	686	618517	[雨头]·田·田	lbt
警	687	350425	[贲字腰]·句·訁	bvw
获	688	665574	[贲字腰]·犭·犬	blz
模	689	736641	木·莫·莫	som
充	690	400043	[充字头]·[见字底]·[见字底]	tye
负	691	421536	[尔字头]·贝·贝	iqb
云	692	1106936	云·云·云	tyy
停	693	596176	亻·[亮字头]·丁	mui
木	694	775926	木·木·木	smm
游	695	1000348	氵·方·子	ouy
龙	696	1131949	龙·龙·龙	ull
树	697	772001	木·又·寸	srp
疑	698	164840	匕·矢·疋	cfh
层	699	986511	尸·云·云	tty
冷	700	600385	冫·令·令	ffl
洲	701	266154	氵·[横三点]·川	ode
冲	702	545631	冫·中·中	fgo
射	703	224069	身·寸·寸	xpc
略	704	488030	田·各·各	bdg
竟	705	207928	音·[见字底]·[见字底]	sye
范	706	488553	[落字框]·㔾·㔾	cbj
句	707	1111639	句·句·句	vjj
室	708	519375	宀·至·至	lri
异	709	281592	巳·廾·廾	chg
激	710	226415	氵·白·攵	ogy
汉	711	616053	氵·又·又	ory
村	712	1483770	木·寸·寸	spc
哈	713	841246	口·合·合	jqh
策	714	336426	[竹头]·朿·朿	ptc
演	715	538076	氵·宀·[黄字底]	olh
简	716	409848	[竹头]·门·日	ped
卡	717	2080278	上·卜·卜	ipb
罪	718	268894	罒·非·非	ddf
判	719	192495	丷·[夫三]·刂	shx
担	720	231907	扌·旦·旦	hvd
州	721	914810	[横三点]·川·川	dec
静	722	346008	龶·[青字底]·[争字底]	pvc
退	723	398314	艮·辶·辶	zod
既	724	472257	[即字旁]·旡·旡	zau
衣	725	359243	衣·衣·衣	cii
您	726	3161764	亻·[尔字头]·心	min
宗	727	478474	宀·示·示	lqs
积	728	434516	禾·口·八	wjt
余	729	556227	[全字头]·[余字底]·[余字底]	kwh
痛	730	377729	疒·龴·[甬字底]	koq
检	731	308388	木·亼·[应字心]	srd
差	732	1447914	[差字头]·工·工	img
富	733	665293	宀·[同字心]·田	lmb
灵	734	378711	彐·火·火	uxh
协	735	298737	十·力·[横两点]	uit
角	736	592482	角·角·角	ijj
占	737	928402	占·占·占	paa
配	738	1061115	酉·己·己	phj
征	739	259098	彳·正·正	wce
修	740	642771	[修字旁]·夊·彡	mrp
皮	741	835449	皮·皮·皮	spp
挥	742	110751	扌·冖·车	hnn
胜	743	551853	月·生·生	vts
降	744	674620	阝·夊·㐄	zrz
阶	745	149056	阝·[全字头]·[乔字底]	zkl
审	746	271638	宀·申·申	lws
沉	747	169743	氵·冖·几	onw
坚	748	261012	[临字旁]·又·土	pra
善	749	406841	羊·䒑·口	isj
妈	750	677799	女·马·马	gum
刘	751	1324738	文·刂·刂	cxd
读	752	1537234	讠·十·大	iuk
啊	753	4806059	口·阝·可	jzn
超	754	1679740	走·召·召	fta
免	755	384044	[免五]·[见字底]·[见字底]	oye
压	756	519429	厂·土·丶	aaz
银	757	895942	钅·艮·艮	tzg
买	758	4978201	乚·[冬字底]·大	wfk
皇	759	206963	白·⺩·⺩	gvw
养	760	746594	[差字头]·丶·[乔字底]	izl
伊	761	828281	亻·[聿三]·丿	mua
怀	762	267573	忄·不·不	qub
执	763	216017	扌·九·丶	huz
副	764	1066030	[同字心]·田·刂	mbx
乱	765	432494	舌·乚·乚	mwe
抗	766	370833	扌·亠·几	hmw
犯	767	260626	犭·㔾·㔾	lbj
追	768	473019	丿·㠯·辶	apo
帮	769	1391613	[寿字头]·阝·巾	pzf
宣	770	275723	宀·一·旦	lev
佛	771	402098	亻·弓·[乔字底]	mll
岁	772	1640718	山·夕·夕	etx
航	773	337048	舟·亠·几	dmw
优	774	744213	亻·尤·尤	mky
怪	775	309328	忄·又·土	qra
香	776	1222424	禾·日·日	wdr
著	777	709133	[贲字腰]·者·者	bqe
田	778	855481	田·田·田	btt
铁	779	631359	钅·丿·夫	tax
控	780	451955	扌·穴·工	hwm
税	781	353788	禾·[兑字头]·[见字底]	wqy
左	782	623808	[左字框]·工·工	cmg
右	783	498966	右·右·右	cyy
份	784	1474635	亻·八·刀	mtp
穿	785	1265141	穴·牙·牙	wzy
艺	786	367747	[贲字腰]·乙·乙	bwi
背	787	551016	[北字旁]·匕·[青字底]	ecv
阵	788	156770	阝·车·车	znc
草	789	414457	[贲字腰]·日·十	bdu
脚	790	472284	月·土·卩	vab
概	791	113980	木·[即字旁]·旡	sza
恶	792	189768	一·业·心	eln
块	793	807948	土·[候右角]·人	aak
顿	794	517061	一·[屯无横]·页	eyx
敢	795	312675	乚·耳·攵	wxy
守	796	316410	宀·寸·寸	lpc
酒	797	835582	氵·酉·酉	opy
岛	798	1031719	[鸟省]·山·山	les
托	799	590350	扌·丿·七	hab
央	800	169117	[见二]·大·大	gkd
户	801	703365	户·户·户	rhh
烈	802	174570	歹·刂·灬	uxb
洋	803	290774	氵·羊·羊	oiy
哥	804	576032	可·可·可	nnk
索	805	738709	[索字头]·糸·糸	rzm
胡	806	501001	古·月·月	nvy
款	807	1625648	士·示·欠	zqy
靠	808	875908	[告字头]·口·非	pjd
评	809	439430	讠·干·丷	ies
版	810	1547361	片·[反字框]·又	ear
宝	811	1079441	宀·玉·玉	lpv
座	812	954665	广·人·土	xka
释	813	172414	釆·又·[举字底]	rrh
景	814	635624	景·景·景	gjj
顾	815	264232	厂·㔾·页	abx
弟	816	140422	丷·[弟省]·[弟省]	sdk
登	817	454266	癶·豆·豆	tfd
货	818	635393	亻·[化字边]·贝	mmq
互	819	430866	一·彑·彑	euw
付	820	440403	亻·寸·寸	mpc
伯	821	416094	亻·白·白	mgb
慢	822	665539	忄·曼·曼	qvm
欧	823	607423	匸·㐅·欠	ahy
换	824	1183333	扌·[尔字头]·大	hik
闻	825	330480	门·耳·耳	exe
危	826	133228	[尔字头]·厂·㔾	iab
忙	827	340449	忄·亡·亡	qaw
核	828	504179	木·亥·亥	szh
暗	829	214345	日·音·音	dsy
姐	830	264235	女·且·且	guq
介	831	308480	[全字头]·[乔字底]·[乔字底]	kld
坏	832	456206	土·不·不	aub
讨	833	115011	讠·寸·寸	ipc
丽	834	523542	一·[丽下角]·[丽下角]	evv
良	835	423635	丶·艮·艮	zzg
序	836	181873	广·予·予	xbv
升	837	748986	丿·廾·廾	ahg
监	838	334491	[临字旁]·[临右角]·皿	ppr
临	839	338748	[临字旁]·[临右角]·[临下角]	ppd
亮	840	512466	[亮字头]·几·几	uwj
露	841	358714	[雨头]·[足旁]·各	lrd
永	842	463754	丶·[永无点]·[永无点]	zis
呼	843	165262	口·丿·[于无横]	jau
味	844	918410	口·未·未	jnw
野	845	536102	里·予·予	xbv
架	846	370816	力·口·木	ijs
域	847	309202	土·戈·[或字心]	aqm
沙	848	668898	氵·[少三]·丿	oha
掉	849	871262	扌·[卢字头]·十	hpu
括	850	149686	扌·舌·舌	hms
舰	851	229827	舟·见·见	dej
鱼	852	1369709	鱼·鱼·鱼	zvv
杂	853	184578	九·朩·朩	usm
误	854	227423	讠·口·天	ijg
湾	855	349118	氵·[变字头]·弓	oal
吉	856	634390	吉·吉·吉	cjj
减	857	479526	冫·戊·[同字心]	fjm
编	858	421059	纟·户·[扁字心]	yrg
楚	859	194438	林·疋·疋	qhf
肯	860	231764	[止旁]·[青字底]·[青字底]	kvy
测	861	434131	氵·贝·刂	oqx
败	862	190376	贝·攵·攵	qyp
屋	863	352625	尸·至·至	tri
跑	864	890311	[足旁]·勹·巳	rfc
梦	865	689995	林·夕·夕	qtx
散	866	295829	龷·[青字底]·攵	yvy
温	867	571435	氵·日·皿	odr
困	868	188373	囗·木·木	wsm
剑	869	321008	亼·[应字心]·刂	rdx
渐	870	158186	氵·[车旁]·斤	onl
封	871	405990	圭·寸·寸	opc
救	872	288212	求·攵·攵	wyp
贵	873	1467205	[贵字头]·贝·贝	cqb
枪	874	231980	木·[全字头]·㔾	skb
缺	875	339475	缶·[候右角]·人	bak
楼	876	744737	木·米·女	sxg
县	877	2287058	且·厶·厶	uos
尚	878	485172	龸·口·口	djk
毫	879	70881	[亮字头]·毛·毛	upm
移	880	279632	禾·夕·夕	wtt
娘	881	145086	女·丶·艮	gzz
朋	882	244199	月·月·月	vvy
画	883	822340	一·田·凵	ebk
班	884	782332	⺩·[刀中]·⺩	vpv
智	885	568498	矢·口·日	fjd
亦	886	652870	亦·亦·亦	vii
耳	887	219429	耳·耳·耳	xee
恩	888	608671	囗·大·心	wkn
短	889	674718	矢·豆·豆	ffd
掌	890	165833	龸·口·手	djh
恐	891	152987	工·几·心	mwn
遗	892	109763	[贵字头]·贝·辶	cqo
固	893	186484	囗·古·古	wng
席	894	230658	广·廿·巾	xyf
松	895	608998	木·八·厶	sto
秘	896	120603	禾·心·丿	wna
谢	897	477904	讠·身·寸	ixp
鲁	898	520605	鱼·日·日	zdr
遇	899	365902	田·[禺字底]·辶	beo
康	900	575428	广·[隶字框]·氺	xci
虑	901	92639	虍·心·心	snx
幸	902	187185	土·[南字心]·[南字心]	aiy
均	903	1093201	土·勹·冫	aff
销	904	395238	钅·[尚字头]·[青字底]	tdv
钟	905	369900	钅·中·中	tgo
诗	906	433009	讠·寺·寺	ils
藏	907	427093	[贲字腰]·[臧字框]·臣	bjv
赶	908	246075	走·干·干	feg
剧	909	607044	尸·古·刂	tnx
票	910	626269	覀·示·示	vqs
损	911	350824	扌·口·贝	hjq
忽	912	107297	勹·[横两撇]·心	fin
巨	913	259222	匸·[叚右角]·[叚右角]	aak
炮	914	146253	火·勹·巳	xfc
旧	915	535611	丨·日·日	ddr
端	916	553839	立·山·而	yez
探	917	186518	扌·冖·木	hns
湖	918	686643	氵·古·月	onv
录	919	342791	[录字头]·氺·氺	uis
叶	920	666615	口·十·十	jus
春	921	575857	[春字头]·日·日	pdr
乡	922	506374	乡·乡·乡	kxx
附	923	267595	阝·亻·寸	zmp
吸	924	403194	口·及·及	jsj
予	925	169269	予·予·予	bvv
礼	926	344272	礻·乚·乚	rwe
港	927	677081	氵·龷·巳	oyc
雨	928	456972	雨·雨·雨	lvv
呀	929	661283	口·牙·牙	jzy
板	930	574146	木·[反字框]·又	sar
庭	931	232443	广·壬·廴	xnu
妇	932	115969	女·彐·彐	guw
归	933	439875	[师字旁]·彐·彐	puw
睛	934	37429	目·龶·[青字底]	kpv
饭	935	918917	饣·[反字框]·又	nar
额	936	539110	宀·各·页	ldx
含	937	626783	亽·乚·口	fwj
顺	938	372012	川·页·页	exy
输	939	381075	[车旁]·亼·刂	nrx
摇	940	114901	扌·爫·缶	hfb
招	941	486831	扌·召·召	hta
婚	942	228677	女·[卬字旁]·日	gnd
脱	943	270518	月·[兑字头]·[见字底]	vqy
补	944	616538	衤·卜·卜	fpb
谓	945	104228	讠·田·[青字底]	ibv
督	946	102129	上·小·目	ihk
毒	947	288422	龶·母·母	ptm
油	948	1507151	氵·由·由	ohy
疗	949	182474	疒·了·了	kjl
旅	950	577757	方·[卧人]·[旅下角]	ufc
泽	951	439293	氵·又·[举字底]	orh
材	952	277839	木·[于无横]·丿	sua
灭	953	151693	一·火·火	exh
逐	954	149422	豕·辶·辶	aod
莫	955	506492	莫·莫·莫	omm
笔	956	441931	[竹头]·毛·毛	ppm
亡	957	111489	亡·亡·亡	aww
鲜	958	527103	鱼·羊·羊	ziy
词	959	781511	讠·乚·[同字心]	iwm
圣	960	651930	又·土·土	rat
择	961	241809	扌·又·[举字底]	hrh
寻	962	209298	彐·寸·寸	upc
厂	963	414732	厂·厂·厂	acc
睡	964	519888	目·千·二	kit
博	965	823080	十·甫·寸	uvp
勒	966	574677	革·力·力	yil
烟	967	210265	火·囗·大	xwk
授	968	182518	扌·[爱字头]·又	hjr
诺	969	644808	讠·[贲字腰]·右	ibc
伦	970	417102	亻·[全字头]·匕	mkc
岸	971	134620	山·厂·干	eae
奥	972	793935	[向字框]·米·大	qxk
唐	973	518966	广·肀·口	xqj
卖	974	1262673	十·乚·大	uwk
俄	975	217953	亻·手·戈	mhq
炸	976	434964	火·乍·乍	xca
载	977	318413	十·戈·[车旁]	uqn
洛	978	692916	氵·各·各	odg
健	979	454532	亻·聿·廴	mcu
堂	980	466184	龸·口·土	dja
旁	981	179550	[帝字头]·方·方	yuf
宫	982	512944	宀·口·口	ljj
喝	983	1360734	口·日·亾	jda
借	984	417301	亻·龷·日	myd
君	985	516618	[聿三]·丿·口	uaj
禁	986	172579	林·示·示	qqs
阴	987	246124	阝·月·月	zvy
园	988	674562	囗·二·[见字底]	wty
谋	989	89354	讠·甘·木	ics
宋	990	414620	宀·木·木	lsm
避	991	179289	尸·口·辶	tjo
抓	992	417925	扌·爪·爪	hfu
荣	993	371179	[荧字头]·木·木	nsm
姑	994	80131	女·古·古	gng
孙	995	539390	子·小·小	yhx
逃	996	154611	[见字底]·冫·辶	yfo
牙	997	302634	牙·牙·牙	zyy
束	998	144589	束·束·束	kss
跳	999	437181	[足旁]·[见字底]·[飞无折]	ryf
顶	1000	419109	丁·页·页	ixy
玉	1001	590385	玉·玉·玉	pvv
镇	1002	980808	钅·直·八	tnt
雪	1003	473075	[雨头]·彐·彐	luw
午	1004	193355	[卧人]·十·十	fus
练	1005	522248	纟·[东二]·[拣字边无七]	ybh
迫	1006	47902	白·辶·辶	god
爷	1007	131927	八·㐅·[节字底]	thb
篇	1008	933833	[竹头]·户·[扁字心]	prg
肉	1009	1253277	内·人·人	ekr
嘴	1010	307593	口·[止旁]·角	jki
馆	1011	462610	饣·宀·㠯	nlp
遍	1012	217153	户·[扁字心]·辶	rgo
凡	1013	216221	几·丶·丶	wzd
础	1014	117107	石·屮·凵	uyk
洞	1015	246807	氵·冂·[同字心]	ogm
卷	1016	604822	龹·㔾·㔾	xbj
坦	1017	176545	土·旦·旦	avd
牛	1018	853453	牛·牛·牛	pnn
纸	1019	377384	纟·[卬字旁]·[弋二]	ynb
宁	1020	436282	宀·丁·丁	lid
诸	1021	183607	讠·者·者	iqe
训	1022	209639	讠·川·川	iec
私	1023	188649	禾·厶·厶	wos
庄	1024	415436	广·土·土	xat
祖	1025	204574	礻·且·且	ruq
丝	1026	577045	[丝左角]·纟·纟	yys
翻	1027	561207	釆·田·羽	rbn
暴	1028	193332	日·龷·氺	dyi
森	1029	738119	木·林·林	sql
塔	1030	802054	土·[贲字腰]·合	abq
默	1031	218553	黑·犬·犬	nzq
握	1032	154454	扌·尸·至	htr
戏	1033	344166	又·戈·戈	rqg
隐	1034	165908	阝·[尔字头]·心	zin
熟	1035	400449	[享字头]·子·灬	uyb
骨	1036	374258	骨·骨·骨	pgg
访	1037	171749	讠·方·方	iuf
弱	1038	297085	弓·冫·冫	lff
蒙	1039	450924	[荧字头]·一·豕	nea
歌	1040	836346	可·可·欠	nny
店	1041	3323107	广·占·占	xpa
鬼	1042	281150	[鬼无厶]·厶·厶	bos
软	1043	418205	[车旁]·欠·欠	nyq
典	1044	296633	[典字头]·[共字底]·[共字底]	gtb
欲	1045	234895	谷·欠·欠	uyq
萨	1046	495718	[贲字腰]·阝·厂	bza
伙	1047	94076	亻·火·火	mxh
遭	1048	264536	[曹字头]·日·辶	gdo
盘	1049	977016	舟·皿·皿	drm
爸	1050	309407	八·㐅·巴	thv
扩	1051	139047	扌·广·广	hxg
盖	1052	485653	[美字头]·皿·皿	irm
弄	1053	392991	⺩·廾·廾	vhg
雄	1054	264703	[左字框]·厶·隹	coo
稳	1055	374329	禾·[尔字头]·心	win
忘	1056	366910	亡·心·心	anx
亿	1057	925796	亻·乙·乙	mwi
刺	1058	204097	朿·刂·刂	txd
拥	1059	192334	扌·用·用	hqy
徒	1060	69353	彳·走·走	wfo
姆	1061	387230	女·母·母	gtm
杨	1062	891630	木·乚·[横两撇]	swi
齐	1063	454084	文·[乔字底]·[乔字底]	cld
赛	1064	1145707	宀·[寒字腰]·贝	lqq
趣	1065	162549	走·耳·又	fxr
曲	1066	380356	曲·曲·曲	mqq
刀	1067	404467	刀·刀·刀	pdd
床	1068	317982	广·木·木	xsm
迎	1069	209003	[卬字旁]·卩·辶	nbo
冰	1070	495641	冫·水·水	fis
虚	1071	203086	虍·业·业	sly
玩	1072	1752096	⺩·二·[见字底]	vty
析	1073	190959	木·斤·斤	slj
窗	1074	234991	穴·[囱字框]·夊	wqr
醒	1075	218292	酉·日·生	pdt
妻	1076	171906	[妻字头]·女·女	cgn
透	1077	289137	禾·乃·辶	wvo
购	1078	792436	贝·勹·厶	qfo
替	1079	200750	夫·夫·日	xxd
塞	1080	513054	宀·[寒字腰]·土	lqa
努	1081	193731	女·又·力	gri
休	1082	194886	亻·木·木	msm
虎	1083	291648	虍·几·几	swj
扬	1084	205384	扌·乚·[横两撇]	hwi
途	1085	145304	[全字头]·[余字底]·辶	kwo
侵	1086	74571	亻·彐·又	mur
刑	1087	97256	开·刂·刂	cxd
绿	1088	462663	纟·[录字头]·氺	yui
兄	1089	93263	口·[见字底]·[见字底]	jye
迅	1090	79499	乚·十·辶	wuo
套	1091	626733	大·镸·镸	krc
贸	1092	94550	[留字头]·贝·贝	nqb
毕	1093	202467	比·十·十	zus
唯	1094	147821	口·隹·隹	jou
谷	1095	426529	谷·谷·谷	ugg
轮	1096	606537	[车旁]·[全字头]·匕	nkc
库	1097	762977	广·车·车	xnc
迹	1098	83977	亦·辶·辶	vod
尤	1099	289269	尤·尤·尤	kyy
竞	1100	219339	立·口·[见字底]	yjy
街	1101	808749	行·圭·圭	eog
促	1102	211362	亻·足·足	mru
延	1103	264471	丿·[延字心无撇]·廴	aku
震	1104	199392	[雨头]·辰·辰	lzc
弃	1105	128352	[充字头]·廾·廾	thg
甲	1106	411720	甲·甲·甲	djj
伟	1107	381573	亻·韦·韦	mlw
麻	1108	297318	广·林·林	xql
川	1109	674900	川·川·川	ecc
申	1110	362309	申·申·申	wss
缓	1111	145691	纟·爫·又	yfr
潜	1112	202615	氵·夫·日	oxd
闪	1113	119178	门·人·人	ekr
售	1114	397167	隹·口·口	ojk
灯	1115	367654	火·丁·丁	xid
针	1116	232815	钅·十·十	tus
哲	1117	165588	扌·斤·口	hlj
络	1118	168276	纟·各·各	ydg
抵	1119	162784	扌·[卬字旁]·丶	hnz
朱	1120	545730	丿·未·未	anw
埃	1121	410748	土·厶·矢	aof
抱	1122	368017	扌·勹·巳	hfc
鼓	1123	158564	壴·十·又	zur
植	1124	150426	木·直·直	sni
纯	1125	466554	纟·一·[屯无横]	yey
夏	1126	564054	[夏字头]·夊·夊	trx
忍	1127	174204	刀·丶·心	pzn
页	1128	355095	页·页·页	xyy
杰	1129	433970	木·灬·灬	sbh
筑	1130	150565	[竹头]·工·丶	pmz
折	1131	360704	扌·斤·斤	hlj
郑	1132	471441	丷·天·阝	sgz
贝	1133	538135	贝·贝·贝	qbb
尊	1134	163152	酋·寸·寸	npc
吴	1135	736050	口·天·天	jgt
秀	1136	572955	禾·乃·乃	wvn
混	1137	326623	氵·日·比	odz
臣	1138	117955	臣·臣·臣	vcc
雅	1139	443629	牙·隹·隹	zou
振	1140	197594	扌·辰·辰	hzc
染	1141	180344	氵·九·木	ous
盛	1142	429016	戊·乚·皿	jwr
怒	1143	148295	女·又·心	grn
舞	1144	287916	[卧人]·卌·㐄	fbz
圆	1145	325173	囗·口·贝	wjq
搞	1146	752973	扌·高·高	hig
狂	1147	173951	犭·⺩·⺩	lvw
措	1148	96501	扌·龷·日	hyd
姓	1149	272832	女·生·生	gts
残	1150	133106	歹·一·戈	ueq
秋	1151	340538	禾·火·火	wxh
培	1152	272476	土·立·口	ayj
迷	1153	281507	米·辶·辶	xod
诚	1154	222133	讠·戊·乚	ijw
宽	1155	369195	宀·[贲字腰]·见	lbe
宇	1156	311922	宀·一·[于无横]	leu
猛	1157	135930	犭·子·皿	lyr
摆	1158	323304	扌·罒·厶	hdo
梅	1159	642013	木·[卧人]·母	sft
毁	1160	119885	臼·工·殳	zmb
伸	1161	114079	亻·申·申	mws
摩	1162	234022	广·林·手	xqh
盟	1163	131923	日·月·皿	dvr
末	1164	281688	末·末·末	qmm
乃	1165	198914	乃·乃·乃	vnn
悲	1166	72397	非·心·心	dnx
拍	1167	1036645	扌·白·白	hgb
丁	1168	485906	丁·丁·丁	idd
赵	1169	645763	走·㐅·㐅	fhi
硬	1170	465855	石·更·更	ukg
麦	1171	374917	龶·夊·夊	prx
蒋	1172	194326	[贲字腰]·丬·寸	bcp
操	1173	239644	扌·口·木	hjs
耶	1174	342926	耳·阝·阝	xzf
阻	1175	90642	阝·且·且	zuq
订	1176	309492	讠·丁·丁	iid
彩	1177	349211	采·彡·彡	mps
抽	1178	243155	扌·由·由	hhy
赞	1179	830724	[告字头]·[见字底]·贝	pyq
魔	1180	273991	广·林·厶	xqo
纷	1181	88341	纟·八·刀	ytp
沿	1182	164439	氵·几·口	owj
喊	1183	223252	口·戊·[同字心]	jjm
违	1184	148276	韦·辶·辶	lod
妹	1185	169973	女·未·未	gnw
浪	1186	221942	氵·丶·艮	ozz
汇	1187	335052	氵·匸·匸	oak
币	1188	282644	丿·巾·巾	afj
丰	1189	370108	丰·丰·丰	pff
蓝	1190	526281	[贲字腰]·[临字旁]·皿	bpr
殊	1191	61480	歹·丿·未	uan
献	1192	131272	十·冂·犬	ugz
桌	1193	370229	[卢字头]·日·木	pds
啦	1194	1289111	口·扌·立	jhy
瓦	1195	616314	瓦·瓦·瓦	zww
莱	1196	559707	[贲字腰]·未·丷	bns
援	1197	64734	扌·爫·又	hfr
译	1198	180377	讠·又·[举字底]	irh
夺	1199	121214	大·寸·寸	kpc
汽	1200	435779	氵·气·气	ofq
烧	1201	608715	火·[尧字头]·兀	xqw
距	1202	225250	[足旁]·匸·[叚右角]	raa
裁	1203	92250	十·戈·衣	uqc
偏	1204	730592	亻·户·[扁字心]	mrg
符	1205	163952	[竹头]·亻·寸	pmp
勇	1206	252694	龴·[甬字底]·力	oqi
触	1207	154325	角·虫·虫	icc
课	1208	637062	讠·田·木	ibs
敬	1209	170632	[贲字腰]·句·攵	bvy
哭	1210	384985	吅·犬·犬	pzq
懂	1211	825490	忄·[贲字腰]·里	qbx
墙	1212	374458	土·土·回	aae
召	1213	167330	召·召·召	taa
袭	1214	100196	龙·衣·衣	uci
罚	1215	122882	罒·讠·刂	dix
侠	1216	87180	亻·夫·丷	mxs
厅	1217	419755	厂·丁·丁	aid
拜	1218	151325	龵·一·丰	hep
巧	1219	161871	工·丂·丂	mfk
侧	1220	287387	亻·贝·刂	mqx
韩	1221	510190	十·日·韦	udl
冒	1222	129961	[冒字头]·目·目	dkm
债	1223	360640	亻·责·责	mge
曼	1224	430219	曼·曼·曼	vmm
融	1225	498289	鬲·虫·虫	fcc
惯	1226	104689	忄·毌·贝	qtq
享	1227	360763	[享字头]·子·子	uyi
戴	1228	458066	十·戈·八	uqt
童	1229	254608	立·里·里	yxl
犹	1230	64876	犭·尤·尤	lky
乘	1231	264274	[禾框]·[北字旁]·匕	wec
挂	1232	444411	扌·圭·圭	hog
奖	1233	918314	丬·夕·大	ctk
绍	1234	206893	纟·召·召	yta
